Chemical Name,CAS RN,Hazardous_Traits
"Gases (petroleum), benzene unit hydrodesulfurizer off",68477-66-7,Genotoxicity
"Gases (petroleum), benzene unit hydrotreater depentanizer overheads",68602-82-4,Carcinogenicity
"Gases (petroleum), benzene unit hydrotreater depentanizer overheads",68602-82-4,Genotoxicity
"Gases (petroleum), benzene unit recycle, hydrogen-rich",68477-67-8,Carcinogenicity
"Gases (petroleum), benzene unit recycle, hydrogen-rich",68477-67-8,Genotoxicity
"Gases (petroleum), blend oil, hydrogen-nitrogen-rich",68477-68-9,Carcinogenicity
"Gases (petroleum), blend oil, hydrogen-nitrogen-rich",68477-68-9,Genotoxicity
"Gases (petroleum), butane splitter overheads",68477-69-0,Carcinogenicity
"Gases (petroleum), butane splitter overheads",68477-69-0,Genotoxicity
"Gases (petroleum), C1-5, wet",68602-83-5,Carcinogenicity
"Gases (petroleum), C1-5, wet",68602-83-5,Genotoxicity
"Gases (petroleum), C2-3-",68477-70-3,Carcinogenicity
"Gases (petroleum), C2-3-",68477-70-3,Genotoxicity
"Gases (petroleum), C2-4, sweetened",68783-65-3,Carcinogenicity
"Gases (petroleum), C2-4, sweetened",68783-65-3,Genotoxicity
"Gases (petroleum), C2-return stream",68477-84-9,Carcinogenicity
"Gases (petroleum), C2-return stream",68477-84-9,Genotoxicity
"Gases (petroleum), C3-4",68131-75-9,Carcinogenicity
"Gases (petroleum), C3-4",68131-75-9,Genotoxicity
"Gases (petroleum), C3-4, isobutane-rich",68477-33-8,Carcinogenicity
"Gases (petroleum), C3-4, isobutane-rich",68477-33-8,Genotoxicity
"Gases (petroleum), C3-5 olefinic-paraffinic alkylation feed",68477-83-8,Carcinogenicity
"Gases (petroleum), C3-5 olefinic-paraffinic alkylation feed",68477-83-8,Genotoxicity
"Gases (petroleum), C4-rich",68477-85-0,Carcinogenicity
"Gases (petroleum), C4-rich",68477-85-0,Genotoxicity
"Gases (petroleum), C6-8 catalytic reformer",68477-81-6,Carcinogenicity
"Gases (petroleum), C6-8 catalytic reformer",68477-81-6,Genotoxicity
"Gases (petroleum), C6-8 catalytic reformer recycle",68477-80-5,Carcinogenicity
"Gases (petroleum), C6-8 catalytic reformer recycle",68477-80-5,Genotoxicity
"Gases (petroleum), C6-8 catalytic reformer recycle, hydrogen-rich",68477-82-7,Carcinogenicity
"Gases (petroleum), C6-8 catalytic reformer recycle, hydrogen-rich",68477-82-7,Genotoxicity
"Gases (petroleum), catalytic cracked naphtha debutanizer",68952-76-1,Carcinogenicity
"Gases (petroleum), catalytic cracked naphtha debutanizer",68952-76-1,Genotoxicity
"Gases (petroleum), catalytic cracked naphtha depropanizer overhead, C3-rich acid-free",68477-73-6,Carcinogenicity
"Gases (petroleum), catalytic cracked naphtha depropanizer overhead, C3-rich acid-free",68477-73-6,Genotoxicity
"Gases (petroleum), catalytic cracked overheads",68409-99-4,Carcinogenicity
"Gases (petroleum), catalytic cracked overheads",68409-99-4,Genotoxicity
"Gases (petroleum), catalytic cracker",68477-74-7,Carcinogenicity
"Gases (petroleum), catalytic cracker",68477-74-7,Genotoxicity
"Gases (petroleum), catalytic cracker, C1-5-rich",68477-75-8,Carcinogenicity
"Gases (petroleum), catalytic cracker, C1-5-rich",68477-75-8,Genotoxicity
"Gases (petroleum), catalytic cracking",68783-64-2,Carcinogenicity
"Gases (petroleum), catalytic cracking",68783-64-2,Genotoxicity
"Gases (petroleum), catalytic polymd. naphtha stabilizer overhead, C2-4-rich",68477-76-9,Carcinogenicity
"Gases (petroleum), catalytic polymd. naphtha stabilizer overhead, C2-4-rich",68477-76-9,Genotoxicity
"Gases (petroleum), catalytic reformed naphtha stripper overheads",68477-77-0,Carcinogenicity
"Gases (petroleum), catalytic reformed naphtha stripper overheads",68477-77-0,Genotoxicity
"Gases (petroleum), catalytic reformed straight-run naphtha stabilizer overheads",68513-14-4,Carcinogenicity
"Gases (petroleum), catalytic reformed straight-run naphtha stabilizer overheads",68513-14-4,Genotoxicity
"Gases (petroleum), catalytic reformer, C1-4-rich",68477-79-2,Carcinogenicity
"Gases (petroleum), catalytic reformer, C1-4-rich",68477-79-2,Genotoxicity
"Gases (petroleum), catalytic-cracked gas oil depropanizer bottoms, C4-rich acid-free",68477-71-4,Carcinogenicity
"Gases (petroleum), catalytic-cracked gas oil depropanizer bottoms, C4-rich acid-free",68477-71-4,Genotoxicity
"Gases (petroleum), catalytic-cracked naphtha debutanizer bottoms, C3-5-rich",68477-72-5,Carcinogenicity
"Gases (petroleum), catalytic-cracked naphtha debutanizer bottoms, C3-5-rich",68477-72-5,Genotoxicity
"Gases (petroleum), crude distn. and catalytic cracking",68989-88-8,Carcinogenicity
"Gases (petroleum), crude distn. and catalytic cracking",68989-88-8,Genotoxicity
"Gases (petroleum), crude oil fractionation off",68918-99-0,Carcinogenicity
"Gases (petroleum), crude oil fractionation off",68918-99-0,Genotoxicity
"Gases (petroleum), deethanizer overheads",68477-86-1,Carcinogenicity
"Gases (petroleum), deethanizer overheads",68477-86-1,Genotoxicity
"Gases (petroleum), dehexanizer off",68919-00-6,Carcinogenicity
"Gases (petroleum), dehexanizer off",68919-00-6,Genotoxicity
"Gases (petroleum), deisobutanizer tower overheads",68477-87-2,Carcinogenicity
"Gases (petroleum), deisobutanizer tower overheads",68477-87-2,Genotoxicity
"Gases (petroleum), depropanizer bottoms fractionation off",68606-34-8,Carcinogenicity
"Gases (petroleum), depropanizer bottoms fractionation off",68606-34-8,Genotoxicity
"Gases (petroleum), depropanizer dry, propene-rich",68477-90-7,Carcinogenicity
"Gases (petroleum), depropanizer dry, propene-rich",68477-90-7,Genotoxicity
"Gases (petroleum), depropanizer overheads",68477-91-8,Carcinogenicity
"Gases (petroleum), depropanizer overheads",68477-91-8,Genotoxicity
"Gases (petroleum), distillate unifiner desulfurization stripper off",68919-01-7,Carcinogenicity
"Gases (petroleum), distillate unifiner desulfurization stripper off",68919-01-7,Genotoxicity
"Gases (petroleum), dry sour, gas-concn.-unit-off",68477-92-9,Carcinogenicity
"Gases (petroleum), dry sour, gas-concn.-unit-off",68477-92-9,Genotoxicity
"Gases (petroleum), fluidized catalytic cracker fractionation off",68919-02-8,Carcinogenicity
"Gases (petroleum), fluidized catalytic cracker fractionation off",68919-02-8,Genotoxicity
"Gases (petroleum), fluidized catalytic cracker scrubbing secondary absorber off",68919-03-9,Carcinogenicity
"Gases (petroleum), fluidized catalytic cracker scrubbing secondary absorber off",68919-03-9,Genotoxicity
"Gases (petroleum), fluidized catalytic cracker splitter overheads",68919-20-0,Carcinogenicity
"Gases (petroleum), fluidized catalytic cracker splitter overheads",68919-20-0,Genotoxicity
"Gases (petroleum), full-range straight-run naphtha dehexanizer off",68513-15-5,Carcinogenicity
"Gases (petroleum), full-range straight-run naphtha dehexanizer off",68513-15-5,Genotoxicity
"Gases (petroleum), gas concn. reabsorber distn.",68477-93-0,Carcinogenicity
"Gases (petroleum), gas concn. reabsorber distn.",68477-93-0,Genotoxicity
"Gases (petroleum), gas oil diethanolamine scrubber off",92045-15-3,Carcinogenicity
"Gases (petroleum), gas oil diethanolamine scrubber off",92045-15-3,Genotoxicity
"Gases (petroleum), gas oil hydrodesulfurization effluent",92045-16-4,Carcinogenicity
"Gases (petroleum), gas oil hydrodesulfurization effluent",92045-16-4,Genotoxicity
"Gases (petroleum), gas oil hydrodesulfurization purge",92045-17-5,Carcinogenicity
"Gases (petroleum), gas oil hydrodesulfurization purge",92045-17-5,Genotoxicity
"Gases (petroleum), gas recovery plant depropanizer overheads",68477-94-1,Carcinogenicity
"Gases (petroleum), gas recovery plant depropanizer overheads",68477-94-1,Genotoxicity
"Gases (petroleum), Girbotol unit feed",68477-95-2,Carcinogenicity
"Gases (petroleum), Girbotol unit feed",68477-95-2,Genotoxicity
"Gases (petroleum), heavy distillate hydrotreater desulfurization stripper off",68919-04-0,Carcinogenicity
"Gases (petroleum), heavy distillate hydrotreater desulfurization stripper off",68919-04-0,Genotoxicity
"Gases (petroleum), hydrocracking depropanizer off, hydrocarbon-rich",68513-16-6,Carcinogenicity
"Gases (petroleum), hydrocracking depropanizer off, hydrocarbon-rich",68513-16-6,Genotoxicity
"Gases (petroleum), hydrocracking low-pressure separator",68783-06-2,Carcinogenicity
"Gases (petroleum), hydrocracking low-pressure separator",68783-06-2,Genotoxicity
"Gases (petroleum), hydrogen absorber off",68477-96-3,Carcinogenicity
"Gases (petroleum), hydrogen absorber off",68477-96-3,Genotoxicity
"Gases (petroleum), hydrogenator effluent flash drum off",92045-18-6,Carcinogenicity
"Gases (petroleum), hydrogenator effluent flash drum off",92045-18-6,Genotoxicity
"Gases (petroleum), hydrogen-rich",68477-97-4,Carcinogenicity
"Gases (petroleum), hydrogen-rich",68477-97-4,Genotoxicity
"Gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off",68911-58-0,Carcinogenicity
"Gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off",68911-58-0,Genotoxicity
"Gases (petroleum), hydrotreated sour kerosine flash drum",68911-59-1,Carcinogenicity
"Gases (petroleum), hydrotreated sour kerosine flash drum",68911-59-1,Genotoxicity
"Gases (petroleum), hydrotreater blend oil recycle, hydrogen-nitrogen-rich",68477-98-5,Carcinogenicity
"Gases (petroleum), hydrotreater blend oil recycle, hydrogen-nitrogen-rich",68477-98-5,Genotoxicity
"Gases (petroleum), isomerized naphtha fractionator, C4-rich, hydrogen sulfide-free",68477-99-6,Carcinogenicity
"Gases (petroleum), isomerized naphtha fractionator, C4-rich, hydrogen sulfide-free",68477-99-6,Genotoxicity
"Gases (petroleum), light straight run gasoline fractionation stabilizer off",68919-05-1,Carcinogenicity
"Gases (petroleum), light straight run gasoline fractionation stabilizer off",68919-05-1,Genotoxicity
"Gases (petroleum), light straight-run naphtha stabilizer off",68513-17-7,Carcinogenicity
"Gases (petroleum), light straight-run naphtha stabilizer off",68513-17-7,Genotoxicity
"Gases (petroleum), naphtha steam cracking high-pressure residual",92045-19-7,Carcinogenicity
"Gases (petroleum), naphtha steam cracking high-pressure residual",92045-19-7,Genotoxicity
"Gases (petroleum), naphtha unifiner desulfurization stripper off",68919-06-2,Carcinogenicity
"Gases (petroleum), naphtha unifiner desulfurization stripper off",68919-06-2,Genotoxicity
"Gases (petroleum), oil refinery gas distn. off",68527-15-1,Carcinogenicity
"Gases (petroleum), oil refinery gas distn. off",68527-15-1,Genotoxicity
"Gases (petroleum), platformer products separator off",68814-90-4,Carcinogenicity
"Gases (petroleum), platformer products separator off",68814-90-4,Genotoxicity
"Gases (petroleum), platformer stabilizer off, light ends fractionation",68919-07-3,Carcinogenicity
"Gases (petroleum), platformer stabilizer off, light ends fractionation",68919-07-3,Genotoxicity
"Gases (petroleum), preflash tower off, crude distn.",68919-08-4,Carcinogenicity
"Gases (petroleum), preflash tower off, crude distn.",68919-08-4,Genotoxicity
"Gases (petroleum), recycle, hydrogen-rich",68478-00-2,Carcinogenicity
"Gases (petroleum), recycle, hydrogen-rich",68478-00-2,Genotoxicity
"Gases (petroleum), refinery",68814-67-5,Carcinogenicity
"Gases (petroleum), refinery",68814-67-5,Genotoxicity
"Gases (petroleum), refinery blend",68783-07-3,Carcinogenicity
"Gases (petroleum), refinery blend",68783-07-3,Genotoxicity
"Gases (petroleum), reformer effluent high-pressure flash drum off",68513-18-8,Carcinogenicity
"Gases (petroleum), reformer effluent high-pressure flash drum off",68513-18-8,Genotoxicity
"Gases (petroleum), reformer effluent low-pressure flash drum off",68513-19-9,Carcinogenicity
"Gases (petroleum), reformer effluent low-pressure flash drum off",68513-19-9,Genotoxicity
"Gases (petroleum), reformer make-up, hydrogen-rich",68478-01-3,Carcinogenicity
"Gases (petroleum), reformer make-up, hydrogen-rich",68478-01-3,Genotoxicity
"Gases (petroleum), reforming hydrotreater",68478-02-4,Carcinogenicity
"Gases (petroleum), reforming hydrotreater",68478-02-4,Genotoxicity
"Gases (petroleum), reforming hydrotreater make-up, hydrogen-rich",68478-04-6,Carcinogenicity
"Gases (petroleum), reforming hydrotreater make-up, hydrogen-rich",68478-04-6,Genotoxicity
"Gases (petroleum), reforming hydrotreater, hydrogen-methane-rich",68478-03-5,Carcinogenicity
"Gases (petroleum), reforming hydrotreater, hydrogen-methane-rich",68478-03-5,Genotoxicity
"Gases (petroleum), residue visbaking off",92045-20-0,Carcinogenicity
"Gases (petroleum), residue visbaking off",92045-20-0,Genotoxicity
"Gases (petroleum), secondary absorber off, fluidized catalytic cracker overheads fractionator",68602-84-6,Carcinogenicity
"Gases (petroleum), secondary absorber off, fluidized catalytic cracker overheads fractionator",68602-84-6,Genotoxicity
"Gases (petroleum), sponge absorber off, fluidized catalytic cracker and gas oil desulfurizer overhead fractionation",68955-33-9,Carcinogenicity
"Gases (petroleum), sponge absorber off, fluidized catalytic cracker and gas oil desulfurizer overhead fractionation",68955-33-9,Genotoxicity
"Gases (petroleum), steam-cracker C3-rich",92045-22-2,Carcinogenicity
"Gases (petroleum), steam-cracker C3-rich",92045-22-2,Genotoxicity
"Gases (petroleum), straight-run naphtha catalytic reformer stabilizer overhead",68955-34-0,Carcinogenicity
"Gases (petroleum), straight-run naphtha catalytic reformer stabilizer overhead",68955-34-0,Genotoxicity
"Gases (petroleum), straight-run naphtha catalytic reforming off",68919-09-5,Carcinogenicity
"Gases (petroleum), straight-run naphtha catalytic reforming off",68919-09-5,Genotoxicity
"Gases (petroleum), straight-run stabilizer off",68919-10-8,Carcinogenicity
"Gases (petroleum), straight-run stabilizer off",68919-10-8,Genotoxicity
"Gases (petroleum), tar stripper off",68919-11-9,Carcinogenicity
"Gases (petroleum), tar stripper off",68919-11-9,Genotoxicity
"Gases (petroleum), thermal cracking distn.",68478-05-7,Carcinogenicity
"Gases (petroleum), thermal cracking distn.",68478-05-7,Genotoxicity
"Gases (petroleum), unifiner stripper off",68919-12-0,Carcinogenicity
"Gases (petroleum), unifiner stripper off",68919-12-0,Genotoxicity
"Gases (petroleum, light steam-cracked, butadiene conc.",68955-28-2,Carcinogenicity
"Gases (petroleum, light steam-cracked, butadiene conc.",68955-28-2,Genotoxicity
Gasoline,86290-81-5,Bioaccumulation
Gasoline,86290-81-5,Carcinogenicity
Gasoline,86290-81-5,Environmental Persistence
Gasoline,86290-81-5,Genotoxicity
"Gasoline, C5-11, high-octane stabilised reformed",93572-29-3,Carcinogenicity
"Gasoline, C5-11, high-octane stabilised reformed",93572-29-3,Genotoxicity
"Gasoline, coal solvent extn., hydrocracked naphtha",94114-55-3,Carcinogenicity
"Gasoline, natural",8006-61-9,Carcinogenicity
"Gasoline, natural",8006-61-9,Environmental tox
"Gasoline, natural",8006-61-9,Genotoxicity
"Gasoline, natural",8006-61-9,Neurotoxicity
"Gasoline, pyrolysis, debutanizer bottoms",68606-10-0,Carcinogenicity
"Gasoline, pyrolysis, debutanizer bottoms",68606-10-0,Genotoxicity
"Gasoline, pyrolysis, hydrogenated",94114-03-1,Carcinogenicity
"Gasoline, pyrolysis, hydrogenated",94114-03-1,Genotoxicity
"Gasoline, straight-run, topping-plant",68606-11-1,Carcinogenicity
"Gasoline, straight-run, topping-plant",68606-11-1,Genotoxicity
"Gasoline, vapor-recovery",68514-15-8,Carcinogenicity
"Gasoline, vapor-recovery",68514-15-8,Genotoxicity
Gemfibrozil,25812-30-0,Carcinogenicity
Gemfibrozil,25812-30-0,Reproductive Toxicity
Genistein,446-72-0,Developmental Toxicity
Genistein,446-72-0,Endocrine Toxicity
Ginkgo biloba extract,90045-36-6,Carcinogenicity
"Glucosidase, beta-",9001-22-3,Respiratory Toxicity
Glufosinate ammonium,77182-82-2,Reproductive Toxicity
Glutaraldehyde,111-30-8,Respiratory Toxicity
Glycidaldehyde,765-34-4,Carcinogenicity
Glycidol,556-52-5,Carcinogenicity
Glycidol,556-52-5,Reproductive Toxicity
Glyphosate,1071-83-6,Carcinogenicity
Glyphosate,1071-83-6,Nephrotoxicity and Other Toxicity to the Urinary System
Goserelin acetate,65807-02-5,Developmental Toxicity
Goserelin acetate,65807-02-5,Reproductive Toxicity
Griseofulvin,126-07-8,Carcinogenicity
Gyromitrin (Acetaldehyde methylformylhydrazone),16568-02-8,Carcinogenicity
Halazepam,23092-17-3,Developmental Toxicity
Halobetasol propionate,66852-54-8,Developmental Toxicity
Haloperidol,52-86-8,Developmental Toxicity
Haloperidol,52-86-8,Reproductive Toxicity
Halosulfuron-methyl,100784-20-1,Reproductive Toxicity
Halothane,151-67-7,Developmental Toxicity
HC Blue No. 1,2784-94-3,Carcinogenicity
Heazlewoodite,12035-71-1,Carcinogenicity
Heptachlor,76-44-8,Bioaccumulation
Heptachlor,76-44-8,Carcinogenicity
Heptachlor,76-44-8,Developmental Toxicity
Heptachlor,76-44-8,Environmental Persistence
Heptachlor,76-44-8,Hepatotoxicity and Digestive System Toxicity
Heptachlor,76-44-8,Neurotoxicity
Heptachlor,76-44-8,Reproductive Toxicity
Heptachlor epoxide,1024-57-3,Bioaccumulation
Heptachlor epoxide,1024-57-3,Carcinogenicity
Heptachlor epoxide,1024-57-3,Developmental Toxicity
Heptachlor epoxide,1024-57-3,Endocrine Toxicity
Heptachlor epoxide,1024-57-3,Environmental Persistence
Heptachlor epoxide,1024-57-3,Hepatotoxicity and Digestive System Toxicity
Heptachlor epoxide,1024-57-3,Reproductive Toxicity
Heptachloronaphthalene,32241-08-0,Bioaccumulation
Heptachloronaphthalene,32241-08-0,Environmental Persistence
Heptacosafluorotetradecanoic acid,376-06-7,Bioaccumulation
Heptacosafluorotetradecanoic acid,376-06-7,Environmental Persistence
"Heptanoic acid, 2-[4-[3-[2-(trifluoromethyl) -10H-phenothiazin-10-yl]propyl]-1-piperazinyl]ethyl ester",2746-81-8,Bioaccumulation
"Heptanoic acid, 2-[4-[3-[2-(trifluoromethyl) -10H-phenothiazin-10-yl]propyl]-1-piperazinyl]ethyl ester",2746-81-8,Environmental Persistence
"Heptanoic acid, tridecafluoro-, ammonium salt",6130-43-4,Bioaccumulation
"Heptanoic acid, tridecafluoro-, ammonium salt",6130-43-4,Environmental Persistence
Hexabromobenzene,87-82-1,Carcinogenicity
Hexabromobenzene,87-82-1,Developmental Toxicity
Hexabromobiphenyl,59536-65-1,Bioaccumulation
Hexabromobiphenyl,59536-65-1,Environmental Persistence
Hexabromocyclododecane (HBCD),25637-99-4,Bioaccumulation
Hexabromocyclododecane (HBCD),25637-99-4,Environmental Persistence
Hexachloro naphthalene,1335-87-1,Bioaccumulation
Hexachloro naphthalene,1335-87-1,Environmental Persistence
Hexachlorobenzene (HCB),118-74-1,Bioaccumulation
Hexachlorobenzene (HCB),118-74-1,Carcinogenicity
Hexachlorobenzene (HCB),118-74-1,Developmental Toxicity
Hexachlorobenzene (HCB),118-74-1,Environmental Persistence
Hexachlorobenzene (HCB),118-74-1,Environmental tox
Hexachlorobenzene (HCB),118-74-1,Hepatotoxicity and Digestive System Toxicity
Hexachlorobenzene (HCB),118-74-1,Immunotoxicity
Hexachlorobenzene (HCB),118-74-1,Nephrotoxicity and Other Toxicity to the Urinary System
Hexachlorobenzene (HCB),118-74-1,Neurotoxicity
Hexachlorobenzene (HCB),118-74-1,Reproductive Toxicity
"Hexachlorobuta1,3-diene",87-68-3,Bioaccumulation
"Hexachlorobuta1,3-diene",87-68-3,Carcinogenicity
"Hexachlorobuta1,3-diene",87-68-3,Environmental Persistence
"Hexachlorobuta1,3-diene",87-68-3,Hepatotoxicity and Digestive System Toxicity
